Date,Close,log_returns,log_returns_zscore
2000-01-03,3.2428767681121826,0.0,0.0
2000-01-04,3.3515772819519043,0.0329702382100174,0.7071067811865476
2000-01-05,3.4482007026672363,0.0284214940730647,0.4453636014302523
2000-01-06,3.490471839904785,0.0121843652188324,-0.409477678078799
2000-01-07,3.544818878173828,0.0154501417288725,-0.17843129924034742
2000-01-10,3.442161798477173,-0.029387362689409,-1.740480829651493
2000-01-11,3.3998892307281494,-0.0123568519020717,-0.8577073623525262
2000-01-12,3.3938493728637695,-0.001778066483879,-0.3581097638411787
2000-01-13,3.436120986938477,0.0123784296575071,0.3029710905245242
2000-01-14,3.424044370651245,-0.0035207981536574,-0.47713961019655227
2000-01-18,3.442161798477173,0.0052772868821011,-0.008109929098590365
2000-01-19,3.4542386531829834,0.0035023682675057,-0.10356011529831016
2000-01-20,3.4300825595855713,-0.0070177413251813,-0.6820620571852113
2000-01-21,3.5025486946105957,0.0209065712094888,0.9296117300806007
2000-01-24,3.460275411605835,-0.0121427173158516,-0.9917672615403347
2000-01-25,3.3455402851104736,-0.0337199838822267,-1.9124980627193322
2000-01-26,3.3998892307281494,0.0161146511441935,0.7253606750412549
2000-01-27,3.3817718029022217,-0.0053430777026887,-0.42781470799279536
2000-01-28,3.3938493728637695,0.0035650112188097,0.06712035143322462
2000-01-31,3.333461046218872,-0.0179536679522797,-1.100431484712825
2000-02-01,3.339498519897461,0.0018095345149935,0.02402983342629977
2000-02-02,3.369694232940674,0.0090013562101518,0.43230852948823484
2000-02-03,3.369694232940674,0.0,-0.10166137241264163
2000-02-04,3.3213837146759033,-0.0144405305547982,-0.9424994568280887
2000-02-07,3.2730722427368164,-0.0146524100223123,-0.9195901625837998
2000-02-08,3.2428767681121826,-0.0092682403511826,-0.5750262032143776
2000-02-09,3.2107090950012207,-0.0099690126382542,-0.6029654052338433
2000-02-10,3.326465845108032,0.0354186180148575,2.027071018182181
2000-02-11,3.2107090950012207,-0.0354186180148575,-1.945644321969107
2000-02-14,3.2716331481933594,0.0187974793156989,1.0248087608046077
2000-02-15,3.3630213737487793,0.0275504943661473,1.4324089723725595
2000-02-16,3.3691117763519287,0.0018093534779837,0.034002624459697
2000-02-17,3.478776693344116,0.0320315653098374,1.6059440121911288
2000-02-18,3.405667543411255,-0.0212397387077682,-1.2083832496471467
2000-02-22,3.3630213737487793,-0.0126011800800529,-0.7316814379915119
2000-02-23,3.326465845108032,-0.0109293556669887,-0.6295844437541301
2000-02-24,3.3752055168151855,0.014545783710607,0.733160943802507
2000-02-25,3.2838199138641357,-0.0274488636899423,-1.4857151354199525
2000-02-28,3.3691117763519287,0.0256417891243079,1.3056102544497241
2000-02-29,3.679826259613037,0.0882163972285721,3.6672744194126956
2000-03-01,3.539701223373413,-0.0388232155978546,-1.719415154062152
2000-03-02,3.624995470046997,0.0238107152568637,0.8902899268466341
2000-03-03,3.655456781387329,0.0083680211172221,0.23759630278148708
2000-03-06,3.643272638320923,-0.0033387055975831,-0.25750475690200264
2000-03-07,3.716381072998047,0.0198680107564649,0.7283992717715052
2000-03-08,3.7773051261901855,0.016260460857283,0.5641855056780548
2000-03-09,3.862600326538086,0.0223297905977378,0.813997338795169
2000-03-10,3.935709238052368,0.0187504876204843,0.6477207767207857
2000-03-13,3.91133975982666,-0.0062111391369065,-0.44544849195316505
2000-03-14,3.8686940670013423,-0.0109629651731056,-0.6470573941127907
2000-03-15,3.8077661991119385,-0.0158742819530514,-0.8516083523644938
2000-03-16,3.9174296855926514,0.0283930285390128,1.1056570458664616
2000-03-17,3.8321354389190674,-0.0220135426216242,-1.1206478996393614
2000-03-20,4.039280891418457,0.0526444752864488,2.090330607509886
2000-03-21,3.9844465255737305,-0.0136682658018606,-0.7522635397950616
2000-03-22,3.9478933811187744,-0.0092162977432496,-0.5534225628401206
2000-03-23,4.002724647521973,0.0137931757040028,0.44229747014176185
2000-03-24,4.081926345825195,0.0195937294610406,0.6874746640141255
2000-03-27,4.039280891418457,-0.0105023416199332,-0.6290709984151837
2000-03-28,4.069744110107422,0.0075134463124523,0.16625028170298173
2000-03-29,4.258606910705566,0.0453619652650162,1.7885115444120412
2000-03-30,4.429195404052734,0.0392758526605118,1.4823134749149747
2000-03-31,4.368270397186279,-0.0138508025496518,-0.8063966450539771
2000-04-03,4.301255702972412,-0.0154601366284652,-0.8642310348178688
2000-04-04,4.301255702972412,0.0,-0.19040383486206133
2000-04-05,4.282978057861328,-0.004258428472757,-0.37376880312976213
2000-04-06,4.349994659423828,0.0155260418380401,0.4943292136002376
2000-04-07,4.380455493927002,0.0069780956474304,0.11424918202486822
2000-04-10,4.349994659423828,-0.0069780956474305,-0.5049183098657881
2000-04-11,4.24642276763916,-0.0240976906066152,-1.2506754745525863
2000-04-12,4.319530010223389,0.0170696756331953,0.5858961289088886
2000-04-13,4.349994659423828,0.0070280149734198,0.1334946094021081
2000-04-14,4.325624465942383,-0.0056181022308841,-0.4354753472693417
2000-04-17,4.325624465942383,0.0,-0.17844324214424137
2000-04-18,4.453566551208496,0.0291487322022171,1.139669937937148
2000-04-19,4.459657669067383,0.0013667599190943,-0.13008017913926412
2000-04-20,4.435288906097412,-0.0054792513324271,-0.4418188057667356
2000-04-24,4.41701078414917,-0.0041295818178833,-0.37659161401209246
2000-04-25,4.459657669067383,0.0096088331503105,0.26108124736239874
2000-04-26,4.5571370124816895,0.0216225709355278,0.815024055233611
2000-04-27,4.5571370124816895,0.0,-0.19828740189715632
2000-04-28,4.52058219909668,-0.0080537875477753,-0.5738007977899885
2000-05-01,4.563228607177734,0.009389610223293,0.25145815528810017
