Date,log_returns_zscore
2000-01-14,0.0
2000-01-31,-0.7071067811865476
2000-02-14,-1.1011159237725714
2000-02-29,-1.3806174243326972
2000-03-14,-0.0878401449346254
2000-03-28,1.642372090478356
2000-04-11,-0.040231851579647454
2000-04-26,-0.03942769631072685
2000-05-10,-0.878081616993626
2000-05-24,1.267893362896822
2000-06-08,0.6134864718080916
2000-06-22,-1.1849151769745536
2000-07-07,0.6727790418103272
2000-07-21,-0.014036511116101607
2000-08-04,0.23536588358530336
2000-08-18,-0.1407840614250884
2000-09-01,0.3577176235872155
2000-09-18,1.3568943381174847
2000-10-02,-0.3559218733986363
2000-10-16,-1.4919022675030356
2000-10-30,1.0922824657011547
2000-11-13,0.2189589321226161
2000-11-28,0.11295176966446849
2000-12-12,1.0960578893831072
2000-12-27,0.9988827464539365
2001-01-11,-0.10064095794263882
2001-01-26,0.4522206958754064
2001-02-09,0.05067526506058385
2001-02-26,-0.13859034410271429
2001-03-12,-0.6120311568820506
2001-03-26,-1.026848428227882
2001-04-09,0.2564456817372605
2001-04-24,0.5601883185258425
2001-05-08,-0.5520409033185647
2001-05-22,0.04494784900892195
2001-06-06,-0.08521444570204656
2001-06-20,-0.28155999843663154
2001-07-05,0.13285485078835804
2001-07-19,-0.2536823552960634
2001-08-02,-0.5552298502012253
2001-08-16,-0.795400802841945
2001-08-30,-2.3220493680394827
2001-09-20,-1.8227436708701112
2001-10-04,1.005084802919167
2001-10-18,-1.7125683929601374
2001-11-01,0.7422488447631659
2001-11-15,1.4230756444621464
2001-11-30,-0.2984033971169307
2001-12-14,0.6101313981252184
2001-12-31,0.5709657224188074
2002-01-15,0.4437797825124328
2002-01-30,0.1604971911292267
2002-02-13,0.4594970725226497
2002-02-28,0.6266121962031763
2002-03-14,1.140993531899263
2002-03-28,0.18315278225821824
2002-04-12,0.1105267794279666
2002-04-26,-0.2920278690983754
2002-05-10,0.16601074193630244
2002-05-24,0.43466134989077276
2002-06-10,-0.304505050651495
2002-06-24,-0.7078987994369071
2002-07-09,-0.29444616289847375
2002-07-23,-3.6234485375722256
2002-08-06,2.309057742325014
2002-08-20,0.7307692678566218
2002-09-04,-0.4306430293114376
2002-09-18,-1.265567797241567
2002-10-02,-0.4143573322392363
2002-10-16,-0.02369177138482172
2002-10-30,0.7355226706199011
2002-11-13,-0.8177972203886139
2002-11-27,1.1483429971814845
2002-12-12,-0.8879753186711811
2002-12-27,0.047184555688427436
2003-01-13,0.7606174733460351
2003-01-28,-0.8842843099333902
2003-02-11,-0.4880725811069621
2003-02-26,-0.06821339544378277
2003-03-12,-0.20438646551024103
2003-03-26,1.0184485322427976
2003-04-09,-0.4043964403241891
2003-04-24,0.9222793499213717
2003-05-08,-0.3117814293793307
2003-05-22,0.03906813307243918
2003-06-06,1.5626085299487364
2003-06-20,-0.4442107987445623
2003-07-07,-0.27046347810618454
2003-07-21,0.688419284915494
2003-08-04,-0.34270729365164476
2003-08-18,0.09076412458945744
2003-09-02,-0.4158974839886293
2003-09-16,-0.34345766317722176
2003-09-30,-0.5539208173438254
2003-10-14,1.5721647011367519
2003-10-28,-0.01609665998579853
2003-11-11,0.25411577137251495
2003-11-25,-0.7097492022445495
2003-12-10,-0.5580635760056347
2003-12-24,-0.023517511077159128
2004-01-09,0.125936701579574
2004-01-26,1.5652303297503436
2004-02-09,-2.0826160962028637
2004-02-24,-0.45708233710288204
2004-03-09,0.7831398719988338
2004-03-23,-1.4706488689427208
2004-04-06,0.3419422032518019
2004-04-21,-0.9853611796438011
2004-05-05,-0.3019172007345586
2004-05-19,0.6153035471199158
2004-06-03,1.5673668513080998
2004-06-18,-0.7141117853286172
2004-07-02,0.8239022919628722
2004-07-19,-0.6744631663816415
2004-08-02,0.07153848981934002
2004-08-16,1.1599622164120171
2004-08-30,0.633902094350041
2004-09-14,1.0498424083558968
2004-09-28,-0.8120415375618826
2004-10-12,0.8444750690853777
2004-10-26,0.25395344168578804
2004-11-09,0.8407044711132602
2004-11-23,-0.842961585662009
2004-12-08,-0.21680112589738443
2004-12-22,0.1625242127933883
2005-01-06,-0.8297490880622801
2005-01-21,-2.378779100954201
2005-02-04,-0.527091484647688
2005-02-18,0.04922475023919094
2005-03-07,0.9524722633335537
2005-03-21,-1.3966424986032375
2005-04-05,-0.5779590680607471
2005-04-19,-0.28634711820555153
2005-05-03,1.4391566557151787
2005-05-17,-0.04419224759586849
2005-06-01,0.033965649701787885
2005-06-15,-0.6285257403608833
2005-06-29,0.6354607502359632
2005-07-14,0.8651682363944881
2005-07-28,-1.084421942822496
2005-08-11,-0.6672378889506707
2005-08-25,-0.753752685713509
2005-09-09,-0.10871916818779935
2005-09-23,-0.8136947252623612
2005-10-07,-1.4562161450813782
2005-10-21,1.7089060319337106
2005-11-04,1.4505933505608506
2005-11-18,0.9530089078857115
2005-12-05,-0.19607607501967592
2005-12-19,0.6309004470735989
2006-01-04,-0.18729543803038773
2006-01-19,0.15004431129033277
2006-02-02,-1.3332890480136392
2006-02-16,1.49062183183898
2006-03-03,-0.5600571362459954
2006-03-17,1.3785705492849343
2006-03-31,-0.9224780947083944
2006-04-17,0.2752835421983089
2006-05-01,0.6100977760651518
2006-05-15,-0.01293988413095472
2006-05-30,-2.127327075180556
2006-06-13,-0.20326426067172682
2006-06-27,-0.9420591590327533
2006-07-12,-0.05635294844047829
2006-07-26,2.7012666385492468
2006-08-09,-0.3440278551180919
2006-08-23,0.22082357695530844
2006-09-07,-0.6675540979307868
2006-09-21,0.12952559929895055
2006-10-05,0.8282360530668799
